Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Attack Type,Action Taken,Severity Level,Log Source,Anomaly Scores
59025,44996,ICMP,468,Data,FTP,IoC Detected,Malware,Ignored,Low,Firewall,9.79
62993,52256,ICMP,959,Control,DNS,IoC Detected,DDoS,Blocked,Low,Firewall,35.31
21054,24934,UDP,1192,Control,HTTP,,Intrusion,Logged,High,Firewall,29.85
7878,28548,UDP,567,Data,HTTP,,Intrusion,Logged,Low,Server,59.75
35723,48647,ICMP,1081,Control,DNS,IoC Detected,Malware,Logged,Medium,Server,41.55
34475,41414,TCP,981,Control,HTTP,IoC Detected,DDoS,Ignored,High,Firewall,20.25
27257,31704,ICMP,201,Control,FTP,,Malware,Blocked,Medium,Server,13.76
62559,32803,UDP,922,Data,HTTP,,Intrusion,Blocked,High,Firewall,14.88
26896,23272,ICMP,1055,Data,DNS,,Malware,Ignored,Medium,Firewall,91.4
21003,60049,ICMP,380,Data,FTP,,Intrusion,Logged,Medium,Firewall,21.56
13215,58472,UDP,710,Control,DNS,,Intrusion,Blocked,Medium,Firewall,43.6
60231,13373,ICMP,1253,Data,HTTP,,Malware,Blocked,Low,Firewall,93.03
48680,39087,TCP,1022,Data,DNS,IoC Detected,Malware,Logged,High,Firewall,80.19
5579,56664,UDP,780,Control,DNS,IoC Detected,Intrusion,Blocked,Medium,Server,17.91
32751,56606,ICMP,1388,Data,HTTP,,DDoS,Ignored,Medium,Firewall,85.54
5644,27204,UDP,1268,Control,HTTP,,DDoS,Ignored,Medium,Firewall,67.2
38274,56449,ICMP,1246,Control,FTP,IoC Detected,Intrusion,Logged,High,Server,41.07
42991,41971,TCP,567,Data,HTTP,IoC Detected,Malware,Ignored,High,Firewall,17.41
36016,38571,UDP,538,Control,HTTP,IoC Detected,DDoS,Blocked,Medium,Firewall,32.0
37070,62773,UDP,919,Data,DNS,,Intrusion,Ignored,High,Server,72.87
48406,25862,UDP,1470,Control,DNS,IoC Detected,Malware,Ignored,Low,Firewall,87.69
58897,15893,ICMP,174,Control,FTP,IoC Detected,Intrusion,Logged,Low,Firewall,20.7
13908,19822,TCP,235,Data,DNS,IoC Detected,DDoS,Blocked,Medium,Server,34.38
2516,65052,ICMP,481,Control,FTP,,DDoS,Blocked,Low,Server,40.57
38557,14952,UDP,304,Control,FTP,IoC Detected,Malware,Blocked,Medium,Server,74.34
52649,65058,TCP,486,Data,DNS,,DDoS,Blocked,Low,Firewall,74.92
45565,59061,ICMP,272,Control,HTTP,IoC Detected,Malware,Ignored,Medium,Firewall,66.8
30067,12145,ICMP,330,Data,HTTP,,Malware,Logged,Medium,Server,26.75
45987,17963,UDP,651,Control,DNS,IoC Detected,Intrusion,Ignored,High,Server,64.91
52012,56445,UDP,95,Data,FTP,IoC Detected,DDoS,Logged,Medium,Server,99.11
59402,45982,ICMP,1391,Data,FTP,IoC Detected,DDoS,Blocked,High,Firewall,98.28
39444,57626,ICMP,1381,Control,FTP,,DDoS,Blocked,Low,Firewall,48.15
2340,56553,TCP,373,Data,HTTP,IoC Detected,DDoS,Logged,Medium,Firewall,45.86
58741,33614,TCP,1272,Data,HTTP,IoC Detected,Malware,Ignored,High,Firewall,62.37
37956,63493,UDP,133,Control,DNS,IoC Detected,DDoS,Ignored,Low,Server,96.42
6495,45945,UDP,959,Data,DNS,,Malware,Blocked,Medium,Firewall,52.35
41110,41561,ICMP,1433,Control,FTP,,DDoS,Ignored,High,Server,91.9
26376,64565,UDP,969,Control,HTTP,,Malware,Ignored,High,Firewall,38.43
31067,46755,TCP,770,Data,DNS,IoC Detected,Malware,Blocked,Medium,Firewall,44.44
33548,31858,UDP,947,Data,FTP,IoC Detected,Intrusion,Logged,Low,Firewall,23.45
14791,11072,TCP,1010,Control,DNS,,Malware,Ignored,High,Firewall,55.27
1201,43685,TCP,94,Data,DNS,IoC Detected,Malware,Logged,Medium,Server,3.43
56123,45765,TCP,332,Control,HTTP,IoC Detected,Malware,Blocked,Medium,Firewall,92.58
39843,65217,ICMP,868,Control,DNS,,DDoS,Ignored,Low,Server,68.18
38736,59097,TCP,983,Data,HTTP,,Intrusion,Blocked,Low,Server,23.24
33160,51014,UDP,490,Data,HTTP,IoC Detected,Intrusion,Logged,Medium,Firewall,45.75
42866,12078,ICMP,113,Data,HTTP,,DDoS,Ignored,High,Firewall,63.03
25491,57899,TCP,350,Control,DNS,,Intrusion,Ignored,Low,Server,84.57
19020,47135,TCP,548,Control,DNS,,Intrusion,Logged,High,Server,63.8
38217,48969,TCP,504,Control,FTP,IoC Detected,Intrusion,Ignored,Low,Server,42.17
10841,48201,ICMP,639,Control,HTTP,,Malware,Logged,High,Firewall,66.23
52283,58403,UDP,1049,Data,DNS,,DDoS,Ignored,Low,Server,24.67
20515,62775,TCP,346,Data,HTTP,IoC Detected,Intrusion,Blocked,Low,Firewall,79.88
29896,2860,TCP,612,Data,FTP,,DDoS,Logged,Low,Server,20.36
42557,14605,TCP,759,Control,HTTP,,DDoS,Logged,Medium,Firewall,69.16
29737,28639,TCP,68,Data,FTP,IoC Detected,Malware,Logged,Low,Server,90.56
28686,17414,TCP,1267,Data,FTP,IoC Detected,Malware,Logged,High,Firewall,1.08
1244,35475,UDP,296,Control,DNS,,Intrusion,Blocked,Medium,Server,42.05
13891,33064,TCP,468,Data,HTTP,IoC Detected,Intrusion,Logged,Low,Firewall,19.32
50614,63487,ICMP,1068,Control,HTTP,IoC Detected,DDoS,Logged,High,Firewall,41.66
51457,56645,TCP,614,Data,FTP,,Malware,Blocked,High,Firewall,82.85
30009,35319,UDP,771,Control,FTP,,Intrusion,Blocked,Low,Firewall,6.1
62307,12887,ICMP,1345,Data,DNS,IoC Detected,Malware,Blocked,Medium,Server,84.74
63151,7219,UDP,631,Control,HTTP,IoC Detected,Intrusion,Logged,Low,Server,1.31
15281,34929,ICMP,1235,Control,DNS,,DDoS,Ignored,Low,Server,63.29
13300,63408,TCP,778,Data,FTP,,Malware,Blocked,Low,Server,37.51
33424,29901,UDP,261,Control,DNS,,Intrusion,Logged,Medium,Server,71.83
29624,5944,UDP,328,Control,DNS,,Malware,Logged,Low,Firewall,18.49
3839,44241,UDP,766,Data,HTTP,,Intrusion,Blocked,Low,Firewall,36.3
49633,33820,UDP,1182,Control,HTTP,,Malware,Logged,High,Server,32.35
20299,27970,TCP,1234,Control,HTTP,,Malware,Ignored,Medium,Server,7.14
23838,47214,TCP,1005,Control,HTTP,,DDoS,Blocked,Medium,Server,37.87
17268,41260,ICMP,348,Data,FTP,IoC Detected,Intrusion,Logged,Medium,Firewall,66.07
23058,45431,TCP,862,Data,FTP,,Malware,Logged,Low,Firewall,61.0
10879,40777,UDP,644,Control,FTP,IoC Detected,Malware,Blocked,Medium,Server,5.85
25766,8220,TCP,1451,Data,HTTP,IoC Detected,Intrusion,Logged,Low,Firewall,72.68
35915,42444,UDP,215,Data,DNS,,Malware,Ignored,Low,Firewall,34.54
41674,19250,TCP,144,Data,DNS,,Intrusion,Logged,High,Firewall,28.63
16101,40733,UDP,1057,Data,HTTP,,DDoS,Ignored,High,Server,30.51
41768,36415,TCP,134,Control,FTP,,Intrusion,Ignored,Low,Firewall,68.61
25887,3356,ICMP,971,Control,DNS,IoC Detected,Malware,Blocked,Low,Firewall,49.8
20371,29768,TCP,379,Control,FTP,,Malware,Logged,High,Firewall,37.53
46673,48352,UDP,1074,Control,HTTP,,Intrusion,Blocked,High,Server,40.3
48294,4805,UDP,965,Control,FTP,,DDoS,Ignored,Medium,Firewall,69.65
49497,12863,UDP,1204,Control,DNS,IoC Detected,Malware,Blocked,Medium,Server,80.44
15909,6899,UDP,621,Control,HTTP,,Malware,Blocked,Medium,Firewall,30.13
36239,56368,TCP,1011,Data,DNS,IoC Detected,Intrusion,Blocked,Low,Server,63.54
30872,49506,UDP,885,Control,DNS,,Intrusion,Logged,Low,Server,89.71
16591,14420,UDP,608,Control,FTP,,Intrusion,Blocked,Low,Firewall,8.54
21851,1744,ICMP,816,Control,HTTP,IoC Detected,Malware,Logged,Low,Server,11.05
46414,32740,TCP,1490,Data,DNS,IoC Detected,DDoS,Logged,Medium,Server,81.62
65513,21972,ICMP,1300,Data,HTTP,,Malware,Blocked,Medium,Firewall,65.67
65008,60899,ICMP,1320,Control,HTTP,IoC Detected,Intrusion,Ignored,High,Server,62.75
30341,16563,TCP,242,Data,HTTP,,Intrusion,Logged,Medium,Firewall,84.27
5012,37401,ICMP,762,Control,DNS,,DDoS,Ignored,Medium,Firewall,90.28
7227,43253,UDP,206,Data,HTTP,,DDoS,Ignored,Medium,Server,30.38
47938,19232,ICMP,1491,Control,HTTP,IoC Detected,Malware,Ignored,Low,Server,82.83
15184,47169,TCP,730,Data,DNS,,DDoS,Logged,Low,Server,90.65
17183,58460,ICMP,614,Data,DNS,IoC Detected,DDoS,Ignored,Low,Firewall,97.29
14477,31831,ICMP,635,Data,FTP,,Intrusion,Logged,Low,Firewall,92.86
29986,5039,ICMP,1456,Control,HTTP,IoC Detected,Intrusion,Ignored,Low,Server,83.97
40185,64372,UDP,313,Data,HTTP,,Intrusion,Ignored,High,Server,42.22
58124,11775,ICMP,65,Control,HTTP,,DDoS,Blocked,Low,Server,48.38
29034,1712,ICMP,452,Data,HTTP,IoC Detected,Intrusion,Logged,Medium,Firewall,24.4
8275,6187,ICMP,644,Control,DNS,,Intrusion,Ignored,Low,Server,18.09
10554,22831,ICMP,69,Data,HTTP,,DDoS,Logged,High,Server,14.3
21395,51942,UDP,925,Data,DNS,,Intrusion,Logged,High,Firewall,28.15
55588,17712,TCP,716,Control,DNS,IoC Detected,Malware,Blocked,Medium,Server,82.66
62267,30404,TCP,533,Control,DNS,,DDoS,Logged,Medium,Server,99.31
57981,1226,TCP,1109,Control,FTP,IoC Detected,Intrusion,Ignored,Low,Server,7.18
5023,49354,UDP,1352,Data,HTTP,IoC Detected,Malware,Ignored,High,Server,19.9
61570,21252,ICMP,466,Control,DNS,,Malware,Blocked,High,Server,38.82
11888,52340,TCP,919,Data,DNS,IoC Detected,Malware,Logged,Low,Firewall,31.33
35841,22426,TCP,1101,Data,FTP,IoC Detected,Intrusion,Logged,High,Firewall,38.34
44649,58968,UDP,140,Control,DNS,IoC Detected,Intrusion,Blocked,Medium,Server,84.1
38693,14473,UDP,589,Control,HTTP,,Intrusion,Blocked,Low,Server,10.78
32231,26253,UDP,1050,Data,FTP,IoC Detected,Intrusion,Blocked,Low,Server,59.4
6253,26882,TCP,690,Control,FTP,,Intrusion,Blocked,Medium,Server,3.0
42796,13841,ICMP,413,Data,HTTP,,DDoS,Logged,High,Server,48.09
18787,23640,TCP,1491,Control,DNS,,Intrusion,Ignored,Low,Firewall,57.59
32633,52175,ICMP,952,Data,DNS,,Malware,Logged,Low,Server,10.09
35227,8340,ICMP,1490,Control,FTP,,Intrusion,Blocked,High,Server,60.08
7701,33470,UDP,743,Control,DNS,,DDoS,Ignored,Low,Server,24.93
17613,26163,ICMP,1320,Data,HTTP,,DDoS,Blocked,Medium,Server,72.24
54634,11303,TCP,1053,Data,FTP,,Intrusion,Ignored,Low,Firewall,21.44
12747,42163,TCP,761,Control,FTP,IoC Detected,Intrusion,Ignored,Medium,Firewall,50.28
39067,51189,ICMP,679,Data,HTTP,IoC Detected,Malware,Logged,Medium,Firewall,26.11
38765,4674,TCP,249,Data,FTP,,DDoS,Ignored,Low,Server,11.11
37009,18787,TCP,696,Data,HTTP,,Intrusion,Logged,Low,Firewall,48.24
63755,47193,TCP,1156,Control,HTTP,,DDoS,Logged,Low,Server,4.55
2520,10798,TCP,976,Data,FTP,IoC Detected,DDoS,Blocked,High,Server,98.68
29408,9330,ICMP,166,Data,FTP,IoC Detected,Malware,Logged,High,Server,89.95
62014,64630,UDP,502,Data,FTP,IoC Detected,Malware,Logged,Low,Server,13.62
31058,24134,ICMP,331,Data,DNS,IoC Detected,DDoS,Ignored,Low,Firewall,20.26
10534,35204,TCP,1295,Data,FTP,IoC Detected,DDoS,Ignored,Medium,Firewall,20.24
2782,14460,TCP,907,Control,FTP,,Malware,Blocked,Medium,Firewall,75.48
1796,64777,ICMP,536,Data,HTTP,,Intrusion,Ignored,Medium,Server,85.3
56952,46109,UDP,379,Data,HTTP,,Malware,Ignored,Low,Firewall,20.03
47974,23766,UDP,770,Data,HTTP,IoC Detected,Malware,Logged,High,Firewall,24.04
7044,11294,UDP,847,Control,FTP,IoC Detected,DDoS,Blocked,Medium,Firewall,47.22
36059,14758,TCP,1310,Data,HTTP,IoC Detected,DDoS,Ignored,Low,Server,25.26
20688,52710,UDP,1377,Control,FTP,,Intrusion,Ignored,High,Firewall,74.1
23889,43229,TCP,885,Data,FTP,,DDoS,Ignored,Low,Firewall,29.02
20887,2696,UDP,350,Data,HTTP,,DDoS,Ignored,High,Server,67.92
51587,56697,TCP,1257,Data,HTTP,,DDoS,Ignored,Low,Firewall,96.86
22505,39506,ICMP,402,Data,DNS,IoC Detected,Malware,Blocked,Medium,Firewall,43.27
17001,56189,UDP,91,Control,HTTP,,Intrusion,Ignored,Medium,Firewall,12.59
19957,63758,ICMP,1261,Data,HTTP,IoC Detected,Intrusion,Ignored,High,Firewall,17.69
42236,27728,ICMP,276,Data,HTTP,IoC Detected,Intrusion,Ignored,Medium,Firewall,42.3
26953,4835,ICMP,294,Control,DNS,IoC Detected,DDoS,Ignored,Medium,Server,99.11
28714,10082,UDP,397,Data,FTP,IoC Detected,Intrusion,Ignored,High,Server,72.62
55093,45008,ICMP,448,Control,HTTP,IoC Detected,DDoS,Blocked,High,Server,3.11
12640,17484,TCP,1061,Control,DNS,IoC Detected,DDoS,Blocked,Medium,Server,63.19
21143,2285,UDP,432,Data,FTP,,Malware,Logged,Medium,Firewall,92.38
48783,59506,UDP,813,Data,HTTP,,Intrusion,Blocked,Medium,Firewall,85.66
34939,45506,ICMP,1097,Data,FTP,,Intrusion,Ignored,High,Firewall,16.44
48631,59460,TCP,230,Control,FTP,IoC Detected,Intrusion,Ignored,High,Firewall,33.01
24171,33089,ICMP,1319,Control,HTTP,,Intrusion,Ignored,Medium,Firewall,39.45
6604,7365,ICMP,244,Data,DNS,,Intrusion,Logged,Low,Firewall,22.21
64235,43273,TCP,293,Data,HTTP,IoC Detected,Intrusion,Ignored,Medium,Server,9.13
53126,2603,TCP,972,Data,FTP,,DDoS,Blocked,High,Server,10.93
1072,49058,ICMP,438,Control,DNS,IoC Detected,Intrusion,Logged,High,Firewall,44.47
61470,8873,TCP,506,Control,FTP,IoC Detected,Malware,Blocked,High,Firewall,53.56
14575,53604,TCP,273,Control,DNS,IoC Detected,Intrusion,Ignored,Low,Firewall,19.85
29656,61771,TCP,711,Data,FTP,IoC Detected,DDoS,Ignored,Low,Server,74.29
3317,57545,TCP,1336,Control,FTP,,DDoS,Blocked,Low,Server,45.94
13005,5102,ICMP,1149,Control,HTTP,IoC Detected,DDoS,Logged,Medium,Firewall,86.68
19014,24170,ICMP,1340,Data,FTP,,Intrusion,Ignored,Medium,Server,17.36
4235,56640,UDP,515,Control,DNS,,Intrusion,Ignored,Medium,Server,86.97
4573,56468,ICMP,1039,Data,DNS,IoC Detected,DDoS,Blocked,Medium,Firewall,21.71
6816,48463,TCP,193,Control,DNS,,Malware,Blocked,Medium,Server,76.92
59439,57052,ICMP,932,Control,DNS,,Intrusion,Blocked,Medium,Server,98.55
46203,17119,ICMP,606,Control,DNS,,Malware,Logged,High,Server,75.24
30654,54752,TCP,284,Control,HTTP,IoC Detected,Malware,Logged,Low,Firewall,16.56
9273,42553,ICMP,1101,Control,FTP,,Malware,Logged,Low,Server,34.24
23688,25933,TCP,958,Control,HTTP,IoC Detected,DDoS,Blocked,Medium,Server,51.85
65082,54121,UDP,476,Data,HTTP,,DDoS,Blocked,Low,Server,78.95
45020,25702,TCP,427,Control,HTTP,,DDoS,Ignored,High,Firewall,48.84
1706,18211,UDP,1303,Data,HTTP,IoC Detected,Malware,Blocked,Medium,Firewall,86.27
1578,23476,UDP,142,Control,DNS,,DDoS,Ignored,High,Server,89.24
13820,5461,UDP,1430,Control,HTTP,IoC Detected,Intrusion,Blocked,Low,Server,19.13
62850,6436,ICMP,768,Control,FTP,IoC Detected,DDoS,Blocked,High,Server,68.99
12673,11236,TCP,398,Control,FTP,IoC Detected,Intrusion,Ignored,Low,Firewall,31.66
28838,31730,UDP,1326,Control,DNS,,Intrusion,Logged,Low,Server,70.04
58737,25276,UDP,143,Data,HTTP,,Intrusion,Logged,Low,Firewall,62.49
64334,60435,TCP,753,Control,FTP,IoC Detected,Intrusion,Ignored,Low,Firewall,45.88
41481,12565,ICMP,876,Data,HTTP,IoC Detected,Malware,Ignored,High,Server,60.19
15666,64008,UDP,219,Control,FTP,,Malware,Blocked,Medium,Firewall,35.71
54389,16351,UDP,516,Data,DNS,,DDoS,Logged,Low,Firewall,18.87
27356,16653,ICMP,1436,Data,DNS,IoC Detected,Intrusion,Blocked,Low,Server,86.4
39896,65214,TCP,1189,Data,HTTP,,DDoS,Logged,High,Firewall,80.89
34374,18668,TCP,396,Control,DNS,IoC Detected,Intrusion,Ignored,Low,Firewall,27.46
8994,14588,TCP,117,Control,FTP,IoC Detected,Malware,Blocked,High,Firewall,72.52
34340,16567,UDP,277,Data,FTP,,Intrusion,Blocked,Low,Firewall,5.77
15904,22977,ICMP,857,Data,HTTP,,DDoS,Blocked,Low,Firewall,12.89
24135,25917,ICMP,255,Control,FTP,IoC Detected,Intrusion,Blocked,Medium,Firewall,64.12
1292,60240,TCP,590,Data,DNS,IoC Detected,DDoS,Blocked,High,Firewall,13.83
35985,34103,TCP,850,Control,HTTP,IoC Detected,Intrusion,Logged,Medium,Server,95.15
24641,63519,UDP,1250,Control,FTP,,Malware,Blocked,High,Server,79.76
36762,36247,TCP,1312,Control,DNS,IoC Detected,DDoS,Logged,Medium,Server,12.95
57593,31408,ICMP,247,Data,DNS,IoC Detected,DDoS,Logged,High,Server,82.8
26586,59057,TCP,1160,Control,DNS,IoC Detected,Malware,Blocked,Medium,Server,92.9
35135,25327,TCP,101,Data,DNS,,DDoS,Blocked,Medium,Server,91.15
19772,31852,ICMP,477,Data,FTP,IoC Detected,Malware,Blocked,Low,Firewall,81.82
54024,13111,ICMP,147,Data,HTTP,IoC Detected,Intrusion,Logged,Low,Firewall,78.85
49110,28418,UDP,1474,Data,HTTP,,Malware,Logged,Medium,Server,53.45
9281,41566,ICMP,1317,Data,FTP,,Malware,Logged,High,Firewall,33.5
51418,21992,TCP,622,Data,FTP,,DDoS,Blocked,Low,Firewall,7.67
30359,55297,ICMP,1319,Control,DNS,,Malware,Blocked,Low,Firewall,2.94
54556,39139,TCP,1157,Control,HTTP,IoC Detected,Malware,Ignored,High,Firewall,6.22
30939,45393,ICMP,807,Data,HTTP,IoC Detected,Intrusion,Logged,Low,Firewall,85.77
64790,38563,UDP,132,Control,DNS,IoC Detected,Intrusion,Ignored,High,Server,24.36
7808,47173,UDP,958,Control,FTP,IoC Detected,Malware,Blocked,Low,Server,69.46
54139,35220,ICMP,1236,Data,FTP,,Malware,Blocked,Medium,Firewall,91.38
50411,11766,ICMP,1277,Data,HTTP,IoC Detected,DDoS,Blocked,High,Firewall,52.99
12908,29686,TCP,223,Control,DNS,IoC Detected,Malware,Logged,High,Firewall,58.08
59490,6509,TCP,117,Data,HTTP,IoC Detected,Intrusion,Logged,High,Firewall,82.57
49367,55248,ICMP,402,Control,HTTP,,DDoS,Blocked,Low,Server,13.84
24794,37233,UDP,485,Data,HTTP,,Intrusion,Blocked,Low,Server,71.16
58246,33760,TCP,542,Data,HTTP,,Malware,Ignored,Medium,Server,25.9
64443,46860,TCP,770,Data,HTTP,IoC Detected,DDoS,Ignored,Medium,Server,37.69
26954,61926,UDP,840,Control,DNS,IoC Detected,DDoS,Logged,Medium,Firewall,95.21
9326,6566,UDP,719,Data,HTTP,IoC Detected,Malware,Blocked,Medium,Server,30.24
54301,57322,UDP,1019,Control,DNS,IoC Detected,Intrusion,Logged,Medium,Server,63.64
35125,46173,TCP,1071,Data,FTP,IoC Detected,DDoS,Blocked,High,Server,55.41
36951,15925,ICMP,840,Control,FTP,,Malware,Logged,High,Server,40.51
21503,60740,TCP,1199,Control,DNS,,Intrusion,Blocked,Medium,Server,42.89
17334,24025,ICMP,681,Control,FTP,IoC Detected,DDoS,Ignored,Medium,Server,67.13
28447,54384,ICMP,950,Control,FTP,IoC Detected,Intrusion,Ignored,Low,Firewall,89.47
30774,50602,ICMP,462,Data,FTP,,Intrusion,Blocked,Medium,Server,4.07
6610,6091,ICMP,534,Control,HTTP,IoC Detected,DDoS,Ignored,Medium,Firewall,74.56
11024,35086,TCP,598,Control,FTP,,DDoS,Blocked,Low,Firewall,87.84
12713,1866,UDP,1332,Data,DNS,,DDoS,Logged,Low,Firewall,8.55
44089,15027,ICMP,242,Control,FTP,IoC Detected,DDoS,Blocked,Medium,Firewall,97.87
44246,19340,TCP,1459,Data,HTTP,,DDoS,Blocked,Low,Server,59.42
8032,37424,UDP,896,Data,DNS,,DDoS,Blocked,Medium,Firewall,98.54
11569,61376,TCP,862,Control,FTP,IoC Detected,DDoS,Blocked,High,Server,95.93
27512,50522,TCP,1399,Control,HTTP,,Intrusion,Blocked,Low,Firewall,86.81
27365,52776,UDP,1298,Control,DNS,IoC Detected,Malware,Ignored,High,Server,20.67
38140,28867,UDP,1110,Control,FTP,IoC Detected,DDoS,Blocked,Medium,Server,91.65
56297,27255,ICMP,784,Data,HTTP,IoC Detected,Intrusion,Blocked,Low,Firewall,82.77
45457,33067,ICMP,610,Control,HTTP,,Malware,Logged,High,Firewall,90.57
47300,27728,ICMP,1421,Control,HTTP,,Intrusion,Ignored,Low,Server,72.74
35721,25232,UDP,509,Data,FTP,IoC Detected,Malware,Blocked,High,Firewall,73.56
44585,25189,TCP,1006,Data,FTP,,Malware,Blocked,High,Firewall,59.5
24123,10050,UDP,1004,Control,DNS,,DDoS,Logged,High,Server,17.27
16348,2680,TCP,734,Control,DNS,IoC Detected,Malware,Blocked,High,Firewall,61.96
11971,36582,TCP,1492,Control,HTTP,IoC Detected,Malware,Logged,Medium,Server,91.15
27945,4406,ICMP,282,Control,FTP,IoC Detected,DDoS,Logged,High,Firewall,66.84
13839,30105,ICMP,716,Data,HTTP,,Malware,Logged,Low,Firewall,93.28
63539,43108,UDP,1351,Control,HTTP,IoC Detected,DDoS,Logged,Medium,Firewall,88.57
39623,39650,ICMP,260,Data,FTP,,Malware,Blocked,Low,Firewall,87.7
52255,29950,UDP,803,Data,HTTP,,Intrusion,Logged,Low,Server,53.41
42446,23206,UDP,555,Control,FTP,,Intrusion,Ignored,High,Firewall,98.49
14331,24388,ICMP,441,Data,HTTP,IoC Detected,Intrusion,Blocked,Low,Firewall,19.09
48914,47252,ICMP,796,Data,FTP,,DDoS,Ignored,Low,Server,1.19
46590,59609,ICMP,1238,Data,HTTP,IoC Detected,Intrusion,Blocked,Low,Server,18.81
55977,11261,UDP,1398,Data,HTTP,IoC Detected,DDoS,Ignored,Medium,Server,88.38
56144,38547,ICMP,641,Data,FTP,IoC Detected,Malware,Ignored,Low,Firewall,94.89
18869,62373,ICMP,253,Data,DNS,IoC Detected,Malware,Blocked,High,Firewall,78.37
28647,18726,UDP,815,Data,FTP,IoC Detected,Intrusion,Blocked,High,Firewall,41.77
58684,46166,ICMP,378,Control,DNS,IoC Detected,Malware,Ignored,Medium,Firewall,23.39
9439,45582,UDP,737,Control,FTP,,DDoS,Logged,Medium,Server,14.19
9884,17473,UDP,772,Control,DNS,IoC Detected,Malware,Blocked,High,Server,85.39
1661,3701,ICMP,1298,Data,FTP,IoC Detected,Malware,Logged,Low,Server,64.64
3432,35566,UDP,928,Data,DNS,IoC Detected,DDoS,Ignored,Low,Server,12.29
3088,7631,UDP,885,Control,DNS,IoC Detected,Intrusion,Blocked,High,Server,12.13
36525,23330,ICMP,1465,Control,DNS,,DDoS,Blocked,High,Firewall,97.52
32521,50200,ICMP,517,Control,FTP,,Malware,Blocked,Medium,Server,65.26
4172,59959,TCP,911,Control,FTP,IoC Detected,Malware,Blocked,Low,Firewall,62.47
36960,2664,TCP,1105,Data,FTP,IoC Detected,DDoS,Ignored,Low,Server,68.79
25106,5014,ICMP,1084,Data,FTP,IoC Detected,Malware,Logged,Low,Server,84.55
32619,57426,UDP,670,Control,FTP,IoC Detected,Malware,Ignored,Low,Firewall,99.17
34311,24246,TCP,1463,Data,HTTP,IoC Detected,DDoS,Ignored,Low,Firewall,30.49
21002,8187,TCP,797,Control,DNS,IoC Detected,DDoS,Logged,Medium,Server,41.85
33598,3676,ICMP,499,Control,HTTP,IoC Detected,Malware,Logged,High,Server,50.21
36352,11580,ICMP,1002,Data,HTTP,,Intrusion,Blocked,Low,Server,16.52
60997,23832,UDP,324,Control,DNS,IoC Detected,Malware,Ignored,Low,Server,93.17
4334,15915,UDP,542,Control,FTP,,Intrusion,Blocked,Medium,Server,25.61
61132,34873,UDP,275,Control,HTTP,,Intrusion,Logged,Medium,Firewall,68.61
30725,34066,UDP,762,Control,HTTP,IoC Detected,DDoS,Blocked,Low,Server,37.5
47214,22613,TCP,998,Control,FTP,,Intrusion,Blocked,High,Firewall,42.68
24355,10144,ICMP,785,Control,FTP,IoC Detected,DDoS,Ignored,Medium,Firewall,37.45
5140,57595,ICMP,1360,Control,FTP,IoC Detected,Malware,Blocked,Medium,Firewall,36.53
23687,26393,ICMP,873,Control,DNS,IoC Detected,DDoS,Ignored,Low,Firewall,50.65
17456,13490,ICMP,531,Control,HTTP,,DDoS,Ignored,Low,Server,23.98
39377,11656,ICMP,1296,Data,FTP,,Intrusion,Blocked,Low,Firewall,75.52
59811,8731,ICMP,124,Data,DNS,IoC Detected,DDoS,Blocked,High,Server,22.23
12591,43643,UDP,1135,Data,FTP,,Intrusion,Logged,Low,Server,59.7
10076,12830,UDP,262,Data,HTTP,IoC Detected,DDoS,Ignored,Medium,Firewall,62.84
35293,9264,TCP,1474,Control,HTTP,,DDoS,Blocked,Low,Server,65.74
36607,39394,UDP,822,Data,FTP,,Intrusion,Logged,Low,Server,94.53
23343,7550,TCP,690,Data,DNS,,DDoS,Blocked,Medium,Server,42.2
32064,13051,ICMP,952,Control,HTTP,,Malware,Ignored,High,Server,92.32
59881,56564,UDP,792,Data,DNS,IoC Detected,DDoS,Blocked,Low,Firewall,55.72
48280,8024,TCP,1174,Control,FTP,IoC Detected,DDoS,Ignored,Medium,Server,71.52
42734,63584,TCP,950,Data,DNS,IoC Detected,Intrusion,Blocked,High,Server,36.03
10995,18544,UDP,956,Data,DNS,IoC Detected,Intrusion,Blocked,High,Firewall,3.57
31510,41971,UDP,1337,Data,DNS,IoC Detected,DDoS,Logged,High,Firewall,28.59
7691,39874,ICMP,436,Data,FTP,IoC Detected,Malware,Ignored,Low,Server,73.55
3594,29270,TCP,1399,Control,DNS,,DDoS,Blocked,High,Server,86.91
7886,18379,ICMP,1350,Control,FTP,,Intrusion,Ignored,Low,Server,58.94
55334,56980,ICMP,95,Control,DNS,IoC Detected,Malware,Ignored,Low,Server,79.32
7883,16129,ICMP,740,Control,DNS,,DDoS,Blocked,Low,Server,92.99
54444,28624,ICMP,739,Control,FTP,,DDoS,Logged,Medium,Firewall,29.25
14788,37184,TCP,1353,Control,FTP,IoC Detected,Intrusion,Logged,High,Firewall,71.86
19581,11997,UDP,1090,Control,DNS,,Intrusion,Logged,Low,Server,82.61
15740,14626,ICMP,1082,Data,DNS,IoC Detected,Malware,Logged,Medium,Server,94.65
51563,14690,ICMP,794,Control,HTTP,IoC Detected,Malware,Logged,Low,Firewall,78.5
9653,33105,TCP,132,Control,DNS,,Malware,Blocked,High,Server,29.01
